molecular_mass,mlogp,tpsa,n_rotatable,n_h_acceptors,n_h_donors,amide,carboxylic_acid,ester,ether,ketone,primary_amine,secondary_amine,tertiary_amine,benzene
308.37899999999996,3.627600000000003,46.94,6,4,2,0,0,0,0,0,0,0,0,0
477.04169999999993,6.028000000000007,46.94,11,4,2,0,0,0,0,0,0,0,2,0
557.8343,5.549500000000008,62.160000000000004,11,5,2,0,0,0,2,0,0,0,1,0
602.8988,3.217100000000006,65.4,14,6,2,0,0,0,2,0,0,0,2,0
1035.2302,4.7070000000000185,169.67999999999998,43,16,2,0,0,0,14,0,0,0,0,0
529.7806999999999,4.423300000000005,62.16,11,5,2,0,0,0,2,0,0,0,1,0
1029.27,7.017600000000019,151.22,43,14,2,0,0,0,12,0,0,0,0,0
929.1537999999999,6.597500000000015,132.76000000000002,36,12,2,0,0,0,10,0,0,0,0,0
260.3316,0.3345000000000005,96.97000000000001,15,6,4,0,0,0,2,0,1,1,0,0
213.65979999999996,1.0596999999999999,66.48,6,3,3,0,0,0,0,0,1,0,0,0
275.3929,5.351000000000006,3.24,6,1,0,0,0,0,0,0,0,0,1,0
314.25600000000003,-0.8226999999999973,120.69000000000001,5,9,6,0,0,0,1,0,0,2,0,0
239.7412,2.921500000000001,32.26,4,2,2,0,0,0,0,0,0,1,0,0
399.4405,1.5500000000000007,89.41000000000001,11,7,3,0,0,0,4,0,0,1,0,0
168.03580000000002,2.0835,9.23,2,1,0,0,0,0,1,0,0,0,0,0
242.3352,0.8619999999999999,64.52,7,5,5,0,0,0,0,0,0,2,0,0
416.5228,0.6681000000000039,86.71000000000001,13,9,4,0,0,0,1,0,0,2,2,0
236.313,1.1806999999999994,58.72,10,4,2,0,0,0,1,0,1,0,1,0
288.4322,3.373700000000002,35.5,9,3,2,0,0,0,0,0,0,1,1,0
315.3669,0.7749999999999992,62.16000000000001,4,5,2,0,0,0,2,0,0,0,1,0
339.4761,5.218600000000006,32.7,13,3,1,0,0,0,1,0,0,0,1,0
285.4283,3.930100000000003,23.47,8,2,1,0,0,0,0,0,0,0,1,0
314.48839999999996,3.4741000000000026,15.27,6,3,1,0,0,0,0,0,0,1,1,0
494.0002,3.719200000000001,126.24000000000001,12,8,7,0,0,0,1,0,0,3,0,0
263.3785,2.674500000000001,32.7,8,3,1,0,0,0,1,0,0,0,1,0
335.46349999999995,2.6075999999999997,67.76,7,5,4,0,0,0,0,0,0,2,1,0
269.3501,0.2672000000000029,42.57,7,5,3,0,0,0,0,0,0,3,1,0
335.46349999999995,2.7038,58.970000000000006,8,5,3,0,0,0,0,0,0,1,1,0
246.26460000000003,0.41079999999999933,75.96,4,5,4,0,0,0,0,0,0,1,1,0
252.27179999999998,1.6728999999999987,64.52,2,4,4,0,0,0,0,0,0,2,0,0
141.1689,0.03280000000000011,52.489999999999995,3,3,3,0,0,0,0,0,0,1,0,0
236.2728,2.4344,49.49,2,3,2,0,0,0,0,0,1,0,1,0
238.19619999999998,-0.5668,73.55,4,5,4,0,0,0,0,0,1,2,0,0
144.2124,1.5134999999999998,40.46,8,2,2,0,0,0,0,0,0,0,0,0
356.438,2.4195000000000007,73.75,8,6,4,0,0,0,1,0,0,2,0,0
375.54249999999996,3.6887000000000025,43.7,10,5,2,0,0,0,0,0,0,0,1,0
256.0893,-0.40559999999999974,88.13,3,5,5,0,0,0,0,0,2,3,0,0
339.3569,0.9404000000000012,121.86000000000001,8,9,3,0,0,0,5,0,1,0,0,0
311.46610000000004,4.610000000000005,23.47,6,2,1,0,0,0,0,0,0,0,1,0
197.1889,-1.4636000000000007,106.94000000000001,7,5,5,0,0,0,0,0,1,0,0,0
151.2513,1.9139,26.02,1,1,1,0,0,0,0,0,1,0,0,0
654.602,1.8200000000000025,123.93,12,10,6,0,0,0,1,0,0,2,3,0
187.2843,3.6871000000000027,3.24,8,1,0,0,0,0,0,0,0,0,1,0
305.28850000000006,-0.8075999999999961,133.65,12,8,6,0,0,0,0,0,1,0,1,0
318.8611,3.8266000000000027,6.48,6,3,0,0,0,0,0,0,0,0,2,0
444.5145,3.0638000000000014,90.15,10,6,4,0,0,0,1,0,0,0,0,0
437.5214,3.4460000000000015,29.950000000000003,7,5,1,0,0,0,0,0,0,0,3,0
370.5704,4.873500000000005,6.48,6,4,0,0,0,0,0,0,0,0,2,0
386.56940000000003,4.614500000000005,26.71,6,4,2,0,0,0,0,0,0,0,2,0
375.86569999999995,4.280300000000004,43.7,7,3,2,0,0,0,0,0,0,0,1,0
443.6211,4.700300000000003,50.18,9,6,2,0,0,0,0,0,0,0,2,0
327.8102,2.2670000000000003,27.74,2,4,1,0,0,0,1,0,0,1,2,0
312.433,1.5316000000000005,30.54,3,5,2,0,0,0,0,0,0,2,2,0
383.5075,2.1454000000000004,47.970000000000006,7,6,2,0,0,0,1,0,0,1,2,0
410.4903,2.237,60.0,5,6,3,0,0,0,0,0,0,2,2,0
448.3853,3.4072000000000022,47.97,7,5,2,0,0,0,1,0,0,1,2,0
315.4145,0.38490000000000185,95.74,6,5,4,0,0,0,0,0,2,0,1,0
427.4108,2.747300000000001,41.980000000000004,9,5,2,0,0,0,0,0,0,1,3,0
284.7417,2.5648,35.5,2,3,2,0,0,0,0,0,0,1,1,0
286.71389999999997,1.5409999999999995,64.52,2,4,4,0,0,0,0,0,0,2,0,0
300.7407,2.1218999999999992,46.940000000000005,2,4,2,0,0,0,0,0,0,0,2,0
321.156,1.7582999999999998,64.52,2,4,4,0,0,0,0,0,0,2,0,0
374.9063,3.3594000000000017,35.940000000000005,9,4,1,0,0,0,1,0,0,0,2,0
218.2512,-0.7047999999999985,110.96000000000001,12,6,4,0,0,0,2,0,2,0,0,0
226.2742,-0.07550000000000029,84.75,7,5,5,0,0,0,0,0,0,2,0,0
232.2378,0.06859999999999955,84.75,3,5,5,0,0,0,0,0,0,2,0,0
262.3072,1.0468999999999995,75.96,10,5,4,0,0,0,0,0,0,1,1,0
161.1995,-1.2457,60.69,8,3,3,0,0,0,0,0,0,0,0,0
218.2546,0.7501999999999998,64.52,3,4,4,0,0,0,0,0,0,2,0,0
226.2742,-0.07550000000000029,84.75,7,5,5,0,0,0,0,0,0,2,0,0
403.9664,2.874900000000001,29.950000000000003,7,5,1,0,0,0,0,0,0,0,3,0
313.28679999999997,1.3543999999999994,79.2,3,6,4,0,0,0,0,0,0,1,1,0
343.2098,2.6138000000000012,39.33,2,4,3,0,0,0,0,0,0,3,1,0
300.7407,1.8831999999999993,55.730000000000004,3,4,3,0,0,0,0,0,0,1,1,0
325.76969999999994,2.8824000000000014,27.299999999999997,2,3,2,0,0,0,0,0,0,2,1,0
308.4028,2.4811999999999994,38.74,8,4,2,0,0,0,0,0,0,1,2,0
305.33950000000004,0.2885000000000037,76.79,7,6,4,0,0,0,0,0,1,2,1,0
303.35589999999996,1.1225999999999992,65.46000000000001,7,5,2,0,0,0,2,0,0,0,1,0
252.33839999999998,-1.774599999999996,86.17,11,7,6,0,0,0,0,0,1,5,0,0
308.3314,2.8383000000000016,69.92,6,4,3,0,0,0,1,0,0,0,0,0
266.38579999999996,3.809300000000003,15.27,5,2,1,0,0,0,0,0,0,1,1,0
280.4126,4.151500000000003,6.48,6,2,0,0,0,0,0,0,0,0,2,0
314.8547,4.368800000000004,6.48,6,2,0,0,0,0,0,0,0,0,2,0
277.40869999999995,5.351000000000006,3.24,6,1,0,0,0,0,0,0,0,0,1,0
263.3819,5.008800000000005,12.03,5,1,1,0,0,0,0,0,0,1,0,0
279.3809,4.339800000000004,12.47,6,2,0,0,0,0,1,0,0,0,1,0
277.40869999999995,5.008800000000005,12.03,5,1,1,0,0,0,0,0,0,1,0,0
329.36899999999997,3.051000000000002,39.72,4,4,1,0,0,0,3,0,0,1,0,0
306.2283,4.805700000000004,12.03,3,1,1,0,0,0,0,0,0,1,0,0
231.25369999999998,0.6612999999999997,65.55,6,5,4,0,0,0,0,0,0,3,0,0
180.1582,0.21079999999999993,69.92,5,4,3,0,0,0,1,0,0,0,0,0
136.1968,1.4200999999999995,38.05,4,2,2,0,0,0,0,0,1,1,0,0
264.37,3.3713000000000024,6.48,1,2,0,0,0,0,0,0,0,0,2,0
371.86679999999996,1.4522000000000006,45.22,5,6,2,0,0,0,0,0,0,1,3,0
470.0107999999999,3.0276000000000023,54.45,11,7,2,0,0,0,1,0,0,1,3,0
265.3581,2.1381999999999994,18.509999999999998,1,3,1,0,0,0,0,0,0,1,2,0
436.94849999999997,4.151700000000003,96.19000000000001,10,6,5,0,0,0,0,0,0,1,0,0
277.4053,3.0646000000000013,32.7,9,3,1,0,0,0,1,0,0,0,1,0
263.3785,2.4105,43.7,8,3,2,0,0,0,0,0,0,0,1,0
298.44579999999996,3.7607000000000026,15.27,5,3,1,0,0,0,0,0,0,1,1,0
135.2087,2.3040000000000003,26.02,4,1,1,0,0,0,0,0,1,0,0,0
435.87719999999996,0.29340000000000066,97.66000000000001,6,9,4,0,0,0,2,0,0,1,2,0
233.3091,2.2897999999999996,41.49,5,3,2,0,0,0,1,0,0,1,0,0
176.17419999999998,0.11579999999999924,67.51,2,4,3,0,0,0,1,0,1,1,0,0
255.35889999999998,4.140100000000004,21.259999999999998,8,2,1,0,0,0,1,0,0,1,0,0
309.3292,4.6825000000000045,21.259999999999998,7,2,1,0,0,0,1,0,0,1,0,0
250.3398,1.7394999999999998,35.940000000000005,11,4,1,0,0,0,1,0,0,0,2,0
287.3569,1.6616999999999997,41.93000000000001,4,4,1,0,0,0,2,0,0,0,1,0
379.49710000000005,4.105800000000004,41.93000000000001,8,4,1,0,0,0,2,0,0,0,1,0
179.3049,2.6941000000000006,26.02,3,1,1,0,0,0,0,0,1,0,0,0
223.29410000000001,0.8578999999999999,32.7,9,3,1,0,0,0,1,0,0,0,1,0
162.2346,1.0801999999999998,15.27,2,2,1,0,0,0,0,0,0,1,1,0
548.056,-1.8201999999999927,147.55,13,12,9,0,0,0,0,0,0,5,2,0
211.26670000000001,0.1819000000000009,36.089999999999996,0,3,3,0,0,0,0,0,0,3,0,0
467.6458999999999,3.9977000000000036,62.160000000000004,8,5,2,0,0,0,2,0,0,0,1,0
234.1945,1.3912,47.28,2,4,2,0,0,0,1,0,1,1,0,0
378.3144,3.3770000000000016,44.29,3,3,3,0,0,0,0,0,0,2,0,0
284.3496,2.1867,57.150000000000006,4,5,1,0,0,0,2,0,0,0,0,0
260.2518,-0.25609999999999844,91.23,6,7,5,0,0,0,0,0,0,2,1,0
182.16879999999998,-1.0013999999999998,92.5,8,4,4,0,0,0,0,0,2,0,0,0
239.3129,0.5049000000000001,72.72,7,4,4,0,0,0,0,0,0,1,0,0
194.19299999999998,-2.3548999999999967,62.21000000000001,3,6,3,0,0,0,0,0,0,1,3,0
299.36789999999996,1.6601,41.93,3,4,1,0,0,0,2,0,0,0,1,0
182.1706,-3.5854000000000004,121.38000000000001,11,6,6,0,0,0,0,0,0,0,0,0
270.3738,3.045700000000001,24.5,9,3,1,0,0,0,1,0,0,1,1,0
274.7901,3.4940000000000024,15.27,7,2,1,0,0,0,0,0,0,1,1,0
388.8895,2.6778000000000004,56.17,9,5,2,0,0,0,1,0,0,0,2,0
471.68089999999995,7.583700000000011,43.7,10,3,2,0,0,0,0,0,0,0,1,0
348.44359999999995,3.516400000000002,55.730000000000004,10,4,3,0,0,0,0,0,0,1,1,0
501.6631,5.8745000000000065,84.16,15,5,4,0,0,0,0,0,0,0,1,0
296.14590000000004,2.602900000000001,52.49,5,3,3,0,0,0,0,0,0,1,0,0
357.78839999999997,2.3072,73.16,8,5,3,0,0,0,1,0,0,0,1,0
230.0911,0.8196999999999997,36.089999999999996,2,3,3,0,0,0,0,0,0,3,0,0
275.3499,0.6488999999999998,47.97,7,5,2,0,0,0,1,0,0,1,2,0
780.9426,2.089800000000002,206.21999999999997,18,14,7,0,0,0,7,0,0,0,0,0
292.3766,0.9910999999999999,73.75,6,5,4,0,0,0,1,0,0,2,0,0
452.53459999999995,5.193100000000006,79.15,19,5,3,0,0,0,2,0,0,0,0,0
337.4167,3.266700000000002,52.93000000000001,9,4,2,0,0,0,1,0,0,0,1,0
303.35589999999996,1.7177999999999993,62.16000000000001,7,5,2,0,0,0,2,0,0,0,1,0
234.3408,2.0608999999999993,35.5,10,3,2,0,0,0,0,0,0,1,1,0
332.3098,1.9695999999999994,79.15,2,5,3,0,0,0,2,0,0,0,0,0
303.2916,-0.28819999999999824,68.2,5,6,3,0,0,0,1,0,0,1,2,0
504.4348,-7.569799999999988,268.67999999999995,20,16,11,0,0,0,5,0,0,0,0,0
789.0848000000001,-2.6938999999999975,189.14,19,11,10,0,0,0,0,0,0,2,1,0
507.1992,4.166200000000003,36.53,7,4,2,0,0,0,1,0,0,2,1,0
324.42159999999996,2.2608999999999995,44.73,7,4,2,0,0,0,1,0,0,1,1,0
290.26959999999997,-0.8414999999999995,110.38000000000001,6,6,5,0,0,0,1,0,0,0,0,0
324.7707,0.9693000000000009,54.6,4,6,4,0,0,0,0,0,0,4,0,0
390.35929999999996,2.954900000000001,75.96,6,5,4,0,0,0,0,0,0,1,1,0
324.2202,1.1455999999999997,56.31999999999999,4,4,4,0,0,0,0,0,0,3,0,0
356.2216,2.6913,70.31,8,4,4,0,0,0,0,0,1,2,0,0
412.5738,6.020800000000007,24.5,8,3,1,0,0,0,1,0,0,1,1,0
408.4613,4.775600000000004,42.52,9,4,2,0,0,0,2,0,0,2,0,0
416.3879,4.589800000000004,42.52,7,4,2,0,0,0,2,0,0,2,0,0
338.492,4.364200000000003,33.29,9,3,2,0,0,0,1,0,0,2,0,0
406.4891,5.644300000000006,33.29,5,3,2,0,0,0,1,0,0,2,0,0
305.7564,1.1123,72.72,4,4,4,0,0,0,0,0,0,1,0,0
352.5188,4.754300000000004,33.29,6,3,2,0,0,0,1,0,0,2,0,0
461.904,1.1057000000000023,97.46000000000001,5,8,4,0,0,0,1,0,1,1,2,0
389.44530000000003,0.7579999999999996,122.41000000000001,8,7,6,0,0,0,1,0,0,1,0,0
320.3596,1.3253000000000008,62.11,4,5,4,0,0,0,0,0,1,3,0,0
321.865,2.609800000000001,18.509999999999998,6,4,2,0,0,0,0,0,0,1,2,0
380.7815,0.10260000000000369,80.03,8,7,4,0,0,0,0,0,1,2,1,0
444.523,2.5324999999999998,93.78,9,6,5,0,0,0,0,0,1,2,1,0
312.367,2.602900000000001,84.75,10,5,5,0,0,0,0,0,0,2,0,0
308.3434,-0.7541999999999949,97.61,9,7,6,0,0,0,0,0,1,4,0,0
388.3779,4.501000000000004,47.28,10,3,2,0,0,0,1,0,1,1,0,0
180.16619999999998,-2.697099999999998,71.0,2,6,4,0,0,0,0,0,0,2,2,0
401.4867,-1.5459999999999918,85.09,5,10,5,0,0,0,2,0,0,5,2,0
413.38229999999993,-0.29799999999999577,126.82,10,8,6,0,0,0,2,0,2,3,0,0
404.45959999999997,3.863100000000004,90.15,12,5,4,0,0,0,1,0,0,0,0,0
474.97829999999993,5.745700000000008,69.92,8,4,3,0,0,0,1,0,0,0,0,0
450.7944,1.1083000000000007,86.61,9,7,5,0,0,0,1,0,1,4,0,0
346.4106,1.0772000000000017,63.39,4,7,5,0,0,0,0,0,0,5,0,0
393.873,1.707200000000002,51.800000000000004,4,6,3,0,0,0,1,0,0,3,2,0
362.39119999999997,-0.8701999999999943,92.85,8,8,6,0,0,0,1,0,0,5,1,0
346.3922,-0.24909999999999544,83.61999999999999,7,7,6,0,0,0,0,0,0,5,1,0
375.47290000000004,4.469800000000004,36.089999999999996,4,3,3,0,0,0,0,0,0,3,0,0
253.2679,-2.1724999999999968,126.17999999999999,4,7,7,0,0,0,0,0,3,4,0,0
449.9762,3.435900000000002,47.97,4,5,2,0,0,0,1,0,0,1,2,0
324.7667,1.3689000000000002,59.56,3,5,4,0,0,0,0,0,0,3,1,0
549.5114000000001,6.270900000000007,50.77,10,6,3,0,0,0,0,0,0,2,0,0
579.5372,5.895800000000007,60.00000000000001,12,7,3,0,0,0,1,0,0,2,0,0
585.4916000000001,6.166900000000007,50.77,10,6,3,0,0,0,0,0,0,2,0,0
307.3657,3.1492000000000013,55.480000000000004,3,4,2,0,0,0,1,0,1,0,0,0
322.3766,3.4304000000000023,49.69,4,4,2,0,0,0,1,0,0,0,0,0
405.4384999999999,2.6694000000000004,70.95,8,5,3,0,0,0,2,0,0,1,0,0
379.8968,3.9293000000000036,61.72,8,5,3,0,0,0,1,0,0,1,0,0
373.4221,-0.554599999999994,81.9,5,9,6,0,0,0,0,0,0,6,2,0
345.4151,1.1321000000000019,74.78,9,6,5,0,0,0,2,0,0,3,0,0
272.36100000000005,1.7890999999999992,84.75,10,5,5,0,0,0,0,0,0,2,0,0
393.8334,0.2854000000000042,75.86,4,8,5,0,0,0,0,0,0,5,2,0
120.19379999999998,3.0786000000000016,0.0,3,0,0,0,0,0,0,0,0,0,0,0
126.24119999999999,3.0786000000000016,0.0,3,0,0,0,0,0,0,0,0,0,0,0
484.3546,2.2205999999999992,80.23,6,7,4,0,0,0,1,0,0,2,1,0
620.7367999999999,4.155600000000004,111.46000000000001,19,8,6,0,0,0,0,0,0,2,2,0
606.7099999999999,4.113100000000004,111.46000000000001,19,8,6,0,0,0,0,0,0,2,2,0
386.2255,1.3703000000000005,60.15,7,5,5,0,0,0,0,0,0,5,0,0
368.23539999999997,1.4207000000000003,60.15,7,5,5,0,0,0,0,0,0,5,0,0
382.41779999999994,0.9581000000000017,107.04,12,8,6,0,0,0,2,0,0,4,0,0
410.47139999999996,1.7383000000000013,107.04,14,8,6,0,0,0,2,0,0,4,0,0
266.3388,0.6010000000000002,73.75,12,5,4,0,0,0,1,0,0,2,0,0
299.3869,1.2306000000000021,90.98,7,6,4,0,0,0,1,0,1,1,1,0
489.0722,4.0866000000000025,50.769999999999996,15,5,3,0,0,0,0,0,0,2,2,0
454.6542,6.902900000000008,24.5,11,3,1,0,0,0,1,0,0,1,1,0
56.1072,1.8064,0.0,3,0,0,0,0,0,0,0,0,0,0,0
397.3832999999999,0.7396000000000018,100.61,5,7,7,0,0,0,0,0,0,5,0,0
98.1876,2.976700000000002,0.0,6,0,0,0,0,0,0,0,0,0,0,0
84.1608,2.5866000000000007,0.0,5,0,0,0,0,0,0,0,0,0,0,0
126.11439999999999,-1.7939,64.52,3,4,4,0,0,0,0,0,0,2,0,0
521.4147,5.084400000000004,59.56,8,5,4,0,0,0,0,0,0,3,0,0
576.4942,5.117800000000005,62.800000000000004,7,6,4,0,0,0,0,0,0,3,1,0
363.4987,1.8510000000000002,85.78,10,6,5,0,0,0,1,0,0,3,0,0
429.5759,4.0763000000000025,76.99000000000001,9,6,4,0,0,0,1,0,0,2,0,0
517.6845000000001,5.836400000000005,68.2,10,6,3,0,0,0,1,0,0,1,1,0
563.5382,6.661000000000008,50.77,11,6,3,0,0,0,0,0,0,2,0,0
577.565,7.051100000000008,50.77,12,6,3,0,0,0,0,0,0,2,0,0
567.5015000000001,6.218900000000008,50.77,10,6,3,0,0,0,0,0,0,2,0,0
603.4817,6.1149000000000076,50.77,10,6,3,0,0,0,0,0,0,2,0,0
393.87999999999994,4.467500000000003,92.95,7,5,5,0,0,0,0,0,0,1,0,0
112.2144,3.3668000000000022,0.0,7,0,0,0,0,0,0,0,0,0,0,0
341.76869999999997,1.8547999999999996,47.53,3,4,3,0,0,0,0,0,0,2,1,0
70.13399999999999,2.1965000000000003,0.0,4,0,0,0,0,0,0,0,0,0,0,0
265.3507,2.0996999999999995,50.72,13,4,2,0,0,0,2,0,0,1,0,0
328.34529999999995,-0.4323999999999977,62.21000000000001,4,6,3,0,0,0,0,0,0,1,3,0
400.9045,1.3158000000000016,62.21000000000001,7,6,3,0,0,0,0,0,0,1,3,0
384.4525,1.0465000000000018,62.21000000000001,7,6,3,0,0,0,0,0,0,1,3,0
400.9045,1.3158000000000016,62.21000000000001,7,6,3,0,0,0,0,0,0,1,3,0
366.4624,0.750900000000003,62.21000000000001,7,6,3,0,0,0,0,0,0,1,3,0
397.4683,0.8980999999999992,93.39,8,6,4,0,0,0,1,0,0,0,1,0
387.5207,1.6958000000000009,68.2,9,6,3,0,0,0,1,0,0,1,2,0
379.46149999999994,0.702500000000004,89.61,11,7,6,0,0,0,1,0,0,5,0,0
423.8632,-2.259899999999993,97.21,5,8,6,0,0,0,0,0,0,5,2,0
556.4883,4.583500000000002,71.59,6,6,5,0,0,0,0,0,0,4,1,0
309.4033,1.0524999999999993,81.95,8,5,4,0,0,0,1,0,0,1,0,0
486.4519,0.3791000000000058,135.85999999999999,10,9,8,0,0,0,1,0,1,5,0,0
519.485,1.1388000000000043,127.66,8,9,8,0,0,0,1,0,1,6,0,0
414.3457,-0.022699999999996168,129.62,5,8,7,0,0,0,1,0,2,4,0,0
473.41319999999996,-1.1835999999999927,136.89,9,10,8,0,0,0,2,0,1,6,0,0
485.4241999999999,-0.6934999999999927,136.89000000000001,6,10,8,0,0,0,2,0,1,6,0,0
528.4927,-1.4977999999999925,140.13,8,11,8,0,0,0,2,0,1,6,1,0
385.4687,2.3058000000000005,54.01,4,6,3,0,0,0,0,0,0,2,1,0
122.1603,-0.10990000000000028,52.04,5,3,2,0,0,0,0,0,2,0,0,0
360.415,1.9824999999999997,71.0,7,6,4,0,0,0,0,0,0,2,0,0
502.87520000000006,2.874500000000001,86.81,8,7,5,0,0,0,2,0,0,4,0,0
248.324,0.8924999999999996,53.519999999999996,9,4,3,0,0,0,1,0,0,2,0,0
156.2062,-1.214499999999999,76.1,5,5,4,0,0,0,0,0,2,2,0,0
218.277,0.34589999999999943,76.1,5,5,4,0,0,0,0,0,2,2,0,0
373.188,1.5845999999999991,62.75,2,5,3,0,0,0,2,0,0,2,0,0
404.4636,2.5039000000000002,88.18,11,6,3,0,0,0,2,0,1,0,1,0
269.25890000000004,-0.08459999999999923,87.99000000000001,3,6,5,0,0,0,0,0,0,2,0,0
472.53249999999997,1.692000000000002,102.67,6,8,5,0,0,0,0,0,0,1,3,0
379.5011,2.874800000000001,56.760000000000005,7,5,3,0,0,0,1,0,0,2,1,0
243.30429999999998,1.9225999999999996,52.489999999999995,6,3,3,0,0,0,0,0,0,1,0,0
394.52,0.24650000000000488,88.82000000000001,10,7,5,0,0,0,0,0,1,3,2,0
507.02790000000005,2.2497000000000025,62.650000000000006,6,7,2,0,0,0,1,0,0,0,4,0
266.3388,0.5879000000000003,87.74,12,5,4,0,0,0,1,0,1,1,0,0
451.9484,2.5639000000000003,59.41,7,6,2,0,0,0,1,0,0,0,3,0
785.0178,2.2273000000000014,218.98999999999998,28,13,9,0,0,0,4,0,0,0,0,0
224.26579999999998,0.6482000000000003,53.32,3,4,3,0,0,0,0,0,1,2,1,0
392.3813999999999,-2.947399999999994,134.39000000000001,8,12,9,0,0,0,0,0,0,7,2,0
226.1199,-2.5240000000000005,141.61,10,7,7,0,0,0,0,0,0,0,0,0
424.49420000000003,1.882700000000001,94.42000000000002,16,7,4,0,0,0,2,0,0,1,1,0
448.4386999999999,3.325000000000001,63.19000000000001,13,6,2,0,0,0,3,0,0,1,1,0
323.3979,-0.48659999999999587,71.59,5,6,5,0,0,0,0,0,0,4,1,0
337.42470000000003,-0.24059999999999587,71.59,6,6,5,0,0,0,0,0,0,4,1,0
488.58299999999997,2.7116000000000033,63.39,6,6,5,0,0,0,0,0,0,5,1,0
267.3665,1.9571999999999996,50.72,13,4,2,0,0,0,2,0,0,1,0,0
394.49080000000004,0.8464000000000023,62.21000000000001,7,7,3,0,0,0,0,0,0,1,3,0
423.85919999999993,-0.007699999999995377,96.09,5,9,6,0,0,0,0,0,0,5,2,0
406.87609999999995,0.3431000000000038,69.87,5,8,5,0,0,0,0,0,0,5,2,0
379.5195,3.370700000000001,45.32,7,5,3,0,0,0,1,0,0,3,0,0
374.4964,3.841000000000002,73.75,8,5,4,0,0,0,1,0,0,2,0,0
390.5280000000001,3.4479000000000015,48.56,9,5,3,0,0,0,1,0,0,3,0,0
344.365,-0.3590999999999999,139.20000000000002,12,7,7,0,0,0,0,0,1,1,0,0
380.53679999999997,2.1006000000000036,45.81,14,6,3,0,0,0,0,0,0,3,2,0
472.42509999999993,0.25460000000000466,124.86,9,9,7,0,0,0,2,0,1,5,0,0
399.3308,0.6925000000000024,103.60000000000001,4,7,6,0,0,0,1,0,1,4,0,0
259.34689999999995,2.7208000000000006,41.489999999999995,9,3,2,0,0,0,1,0,0,1,0,0
393.90239999999994,3.948500000000002,76.55,7,6,5,0,0,0,0,0,0,3,0,0
293.74539999999996,1.8664,61.72,6,4,3,0,0,0,1,0,0,1,0,0
304.30039999999997,0.7079999999999997,105.42000000000002,7,7,5,0,0,0,1,0,0,1,0,0
394.8175,0.34520000000000356,84.06,7,8,5,0,0,0,0,0,0,4,2,0
